Period,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit +,EPS in Rs,Dividend Payout %,Equity Capital,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,Ticker,Revenue +,Financing Profit,Financing Margin %,Borrowing,Deposits,Raw PDF
Mar 2019,2984.0,2848.0,136.0,5%,6.0,26.0,22.0,94.0,32%,63.0,11.19,4%,11.0,367.0,141.0,971.0,1491.0,241.0,19.0,8.0,1224.0,1491.0,DIXON.NS,,,,,,
Mar 2020,4400.0,4172.0,228.0,5%,5.0,39.0,37.0,157.0,23%,120.0,20.81,4%,12.0,530.0,87.0,1069.0,1697.0,414.0,10.0,0.0,1273.0,1697.0,DIXON.NS,,,,,,
Mar 2021,6448.0,6156.0,292.0,5%,1.0,33.0,44.0,217.0,26%,160.0,27.28,4%,12.0,726.0,295.0,1814.0,2846.0,550.0,72.0,95.0,2128.0,2846.0,DIXON.NS,,,,,,
Mar 2022,10697.0,10313.0,384.0,4%,4.0,49.0,84.0,255.0,25%,190.0,32.05,6%,12.0,985.0,667.0,2613.0,4277.0,1003.0,22.0,141.0,3111.0,4277.0,DIXON.NS,,,,,,
Mar 2023,12192.0,11673.0,519.0,4%,4.0,64.0,115.0,345.0,26%,255.0,42.9,7%,12.0,1273.0,453.0,2941.0,4679.0,1244.0,120.0,44.0,3272.0,4679.0,DIXON.NS,,,,,,
Mar 2024,17691.0,16986.0,705.0,4%,32.0,81.0,162.0,494.0,24%,375.0,61.47,8%,12.0,1683.0,489.0,4806.0,6990.0,1996.0,68.0,20.0,4905.0,6990.0,DIXON.NS,,,,,,
Mar 2025,38860.0,37345.0,1515.0,4%,497.0,162.0,281.0,1570.0,21%,1233.0,181.87,4%,12.0,2998.0,671.0,13077.0,16758.0,2774.0,257.0,536.0,13191.0,16758.0,DIXON.NS,,,,,,
Mar 2014,8298.0,5805.0,2493.0,30%,1133.0,2463.0,663.0,500.0,-16%,590.0,3.63,55%,356.0,27039.0,24133.0,12997.0,64525.0,18835.0,5979.0,891.0,38820.0,64525.0,DLF.NS,,,,,,
Mar 2015,7649.0,4635.0,3014.0,39%,503.0,2304.0,545.0,668.0,24%,507.0,3.03,66%,356.0,27013.0,24495.0,14398.0,66262.0,19619.0,5901.0,623.0,40119.0,66262.0,DLF.NS,,,,,,
Mar 2016,9926.0,5960.0,3966.0,40%,506.0,2680.0,766.0,1026.0,55%,305.0,1.72,117%,357.0,23712.0,25264.0,12396.0,61729.0,3943.0,1779.0,21310.0,34697.0,61729.0,DLF.NS,,,,,,
Mar 2017,8221.0,4775.0,3446.0,42%,1135.0,2980.0,572.0,1030.0,22%,708.0,4.01,50%,357.0,24216.0,29202.0,10179.0,63954.0,24640.0,153.0,1209.0,37952.0,63954.0,DLF.NS,,,,,,
Mar 2018,6707.0,4329.0,2378.0,35%,9722.0,2951.0,534.0,8615.0,50%,4477.0,25.02,8%,357.0,34954.0,17491.0,7783.0,60585.0,8082.0,137.0,20832.0,31533.0,60585.0,DLF.NS,,,,,,
Mar 2019,8366.0,6218.0,2148.0,26%,784.0,2062.0,225.0,646.0,43%,1314.0,5.98,33%,441.0,33135.0,17222.0,15684.0,66483.0,6322.0,103.0,21005.0,39053.0,66483.0,DLF.NS,,,,,,
Mar 2020,6083.0,4937.0,1146.0,19%,1135.0,1427.0,200.0,653.0,326%,-590.0,-2.36,-85%,495.0,33952.0,8103.0,13341.0,55890.0,5187.0,89.0,18566.0,32049.0,55890.0,DLF.NS,,,,,,
Mar 2021,5414.0,3945.0,1469.0,27%,383.0,853.0,159.0,840.0,43%,1083.0,4.42,45%,495.0,34849.0,6886.0,11258.0,53488.0,4856.0,95.0,19746.0,28791.0,53488.0,DLF.NS,,,,,,
Mar 2022,5717.0,3974.0,1743.0,30%,195.0,625.0,149.0,1165.0,28%,1500.0,6.06,49%,495.0,35867.0,4182.0,10623.0,51167.0,4862.0,81.0,19779.0,26444.0,51167.0,DLF.NS,,,,,,
Mar 2023,5695.0,3969.0,1726.0,30%,317.0,392.0,149.0,1502.0,27%,2034.0,8.22,49%,495.0,37192.0,3334.0,11551.0,52572.0,4785.0,61.0,19481.0,28245.0,52572.0,DLF.NS,,,,,,
Mar 2024,6427.0,4303.0,2124.0,33%,531.0,356.0,148.0,2151.0,24%,2724.0,11.02,45%,495.0,38936.0,4834.0,14804.0,59069.0,3880.0,71.0,20138.0,34981.0,59069.0,DLF.NS,,,,,,
Mar 2025,7994.0,5885.0,2109.0,26%,700.0,397.0,151.0,2261.0,-19%,4367.0,17.64,34%,495.0,42055.0,4103.0,21819.0,68472.0,3502.0,86.0,21336.0,43549.0,68472.0,DLF.NS,,,,,,
Mar 2014,4686.0,4345.0,341.0,7%,16.0,56.0,57.0,245.0,34%,161.0,2.95,0%,547.0,409.0,641.0,211.0,1808.0,1172.0,89.0,16.0,532.0,1808.0,DMART.NS,,,,,,
Mar 2015,6439.0,5983.0,456.0,7%,20.0,72.0,82.0,323.0,34%,212.0,3.77,0%,562.0,638.0,904.0,251.0,2355.0,1528.0,98.0,15.0,713.0,2355.0,DMART.NS,,,,,,
Mar 2016,8584.0,7919.0,664.0,8%,17.0,91.0,98.0,492.0,35%,320.0,5.7,0%,562.0,959.0,1192.0,389.0,3102.0,2094.0,82.0,29.0,897.0,3102.0,DMART.NS,,,,,,
Mar 2017,11898.0,10929.0,969.0,8%,28.0,122.0,128.0,747.0,36%,479.0,7.67,0%,624.0,3218.0,1497.0,480.0,5819.0,2578.0,153.0,26.0,3063.0,5819.0,DMART.NS,,,,,,
Mar 2018,15033.0,13680.0,1353.0,9%,88.0,60.0,159.0,1222.0,34%,806.0,12.92,0%,624.0,4045.0,439.0,540.0,5648.0,3400.0,147.0,68.0,2033.0,5648.0,DMART.NS,,,,,,
Mar 2019,20005.0,18371.0,1633.0,8%,48.0,47.0,212.0,1422.0,37%,902.0,14.46,0%,624.0,4963.0,700.0,718.0,7006.0,4400.0,377.0,17.0,2212.0,7006.0,DMART.NS,,,,,,
Mar 2020,24870.0,22742.0,2128.0,9%,60.0,69.0,374.0,1745.0,25%,1301.0,20.09,0%,648.0,10432.0,333.0,663.0,12076.0,5948.0,364.0,15.0,5749.0,12076.0,DMART.NS,,,,,,
Mar 2021,24143.0,22398.0,1745.0,7%,194.0,42.0,414.0,1483.0,26%,1099.0,16.97,0%,648.0,11536.0,393.0,1079.0,13655.0,7009.0,1020.0,3.0,5624.0,13655.0,DMART.NS,,,,,,
Mar 2022,30976.0,28474.0,2502.0,8%,114.0,54.0,498.0,2064.0,28%,1492.0,23.04,0%,648.0,13030.0,647.0,1146.0,15471.0,9260.0,1129.0,6.0,5076.0,15471.0,DMART.NS,,,,,,
Mar 2023,42840.0,39201.0,3639.0,8%,128.0,67.0,639.0,3060.0,22%,2378.0,36.69,0%,648.0,15430.0,643.0,1383.0,18105.0,11340.0,829.0,202.0,5733.0,18105.0,DMART.NS,,,,,,
Mar 2024,50789.0,46683.0,4106.0,8%,145.0,58.0,731.0,3461.0,27%,2536.0,38.97,0%,651.0,18047.0,592.0,1882.0,21172.0,13415.0,935.0,107.0,6716.0,21172.0,DMART.NS,,,,,,
Mar 2025,59358.0,54864.0,4495.0,8%,117.0,69.0,870.0,3673.0,26%,2707.0,41.61,0%,651.0,20777.0,820.0,2065.0,24313.0,16206.0,1099.0,3.0,7004.0,24313.0,DMART.NS,,,,,,
Mar 2014,13415.0,10164.0,3251.0,24%,170.0,127.0,648.0,2646.0,26%,1963.0,23.08,16%,85.0,7780.0,4477.0,3563.0,15906.0,4641.0,639.0,1067.0,9559.0,15906.0,DRREDDY.NS,,,,,,
Mar 2015,15023.0,11515.0,3508.0,23%,260.0,108.0,760.0,2900.0,19%,2336.0,27.43,15%,85.0,9768.0,4314.0,4290.0,18457.0,5377.0,529.0,2248.0,10303.0,18457.0,DRREDDY.NS,,,,,,
Mar 2016,15568.0,11983.0,3585.0,23%,295.0,83.0,939.0,2859.0,26%,2131.0,24.98,16%,85.0,12484.0,3352.0,4408.0,20330.0,6563.0,772.0,3833.0,9162.0,20330.0,DRREDDY.NS,,,,,,
Mar 2017,14196.0,11724.0,2472.0,17%,172.0,63.0,1027.0,1554.0,19%,1292.0,15.59,26%,83.0,12179.0,4918.0,4474.0,21654.0,6931.0,3324.0,2110.0,9290.0,21654.0,DRREDDY.NS,,,,,,
Mar 2018,14281.0,11930.0,2351.0,16%,155.0,79.0,1077.0,1350.0,32%,947.0,11.41,35%,83.0,12489.0,5071.0,4706.0,22349.0,6968.0,3470.0,2298.0,9612.0,22349.0,DRREDDY.NS,,,,,,
Mar 2019,15448.0,12270.0,3178.0,21%,381.0,89.0,1135.0,2336.0,17%,1950.0,23.49,17%,83.0,13941.0,3838.0,4557.0,22418.0,7191.0,2934.0,2587.0,9707.0,22418.0,DRREDDY.NS,,,,,,
Mar 2020,17517.0,15040.0,2477.0,14%,670.0,98.0,1163.0,1886.0,-7%,2026.0,24.38,21%,83.0,15516.0,2210.0,5414.0,23223.0,6850.0,1535.0,2678.0,12160.0,23223.0,DRREDDY.NS,,,,,,
Mar 2021,19048.0,15173.0,3874.0,20%,335.0,97.0,1229.0,2884.0,32%,1952.0,23.47,21%,83.0,17558.0,3031.0,5915.0,26588.0,8206.0,1565.0,2212.0,14605.0,26588.0,DRREDDY.NS,,,,,,
Mar 2022,21545.0,17778.0,3768.0,17%,555.0,96.0,1165.0,3061.0,29%,2182.0,26.23,23%,83.0,19129.0,3384.0,7149.0,29746.0,8122.0,1293.0,2616.0,17715.0,29746.0,DRREDDY.NS,,,,,,
Mar 2023,24670.0,18200.0,6470.0,26%,971.0,143.0,1250.0,6048.0,25%,4507.0,54.14,15%,83.0,23203.0,1347.0,7576.0,32209.0,9219.0,1030.0,4986.0,16974.0,32209.0,DRREDDY.NS,,,,,,
Mar 2024,28011.0,20078.0,7933.0,28%,909.0,171.0,1470.0,7201.0,23%,5578.0,66.87,12%,83.0,28171.0,2002.0,8523.0,38780.0,10426.0,1419.0,4930.0,22004.0,38780.0,DRREDDY.NS,,,,,,
Mar 2025,32644.0,24097.0,8547.0,26%,1119.0,283.0,1704.0,7680.0,25%,5725.0,67.77,12%,83.0,33466.0,4677.0,9797.0,48023.0,18226.0,2466.0,4051.0,23280.0,48023.0,DRREDDY.NS,,,,,,
Mar 2014,2535.0,938.0,1597.0,63%,5.0,1211.0,52.0,339.0,40%,217.0,2.86,24%,77.0,2813.0,12948.0,2352.0,18190.0,481.0,53.0,2126.0,15530.0,18190.0,EDELWEISS.NS,,,,,,
Mar 2015,3887.0,1481.0,2406.0,62%,7.0,1832.0,72.0,510.0,40%,326.0,4.15,24%,79.0,3081.0,23540.0,3780.0,30481.0,559.0,106.0,2792.0,27023.0,30481.0,EDELWEISS.NS,,,,,,
Mar 2016,5256.0,1987.0,3269.0,62%,12.0,2620.0,90.0,571.0,41%,383.0,5.09,25%,81.0,3593.0,27773.0,5537.0,36985.0,664.0,30.0,2696.0,33594.0,36985.0,EDELWEISS.NS,,,,,,
Mar 2017,6604.0,2759.0,3845.0,58%,15.0,2810.0,106.0,943.0,42%,563.0,7.32,18%,83.0,4246.0,33379.0,7115.0,44823.0,637.0,101.0,6878.0,37208.0,44823.0,EDELWEISS.NS,,,,,,
Mar 2018,8878.0,3592.0,5286.0,60%,42.0,3876.0,104.0,1349.0,38%,837.0,9.43,14%,87.0,6796.0,48964.0,7473.0,63321.0,1055.0,42.0,7887.0,54336.0,63321.0,EDELWEISS.NS,,,,,,
Mar 2019,11078.0,4507.0,6571.0,59%,88.0,4783.0,132.0,1744.0,40%,1044.0,10.67,12%,89.0,7588.0,46148.0,10076.0,63900.0,1265.0,44.0,12713.0,49879.0,63900.0,EDELWEISS.NS,,,,,,
Mar 2020,9513.0,7034.0,2479.0,26%,89.0,4793.0,232.0,-2457.0,-17%,-2044.0,-21.89,0%,89.0,6040.0,36657.0,11230.0,54016.0,2345.0,43.0,10012.0,41615.0,54016.0,EDELWEISS.NS,,,,,,
Mar 2021,10775.0,6609.0,4166.0,39%,74.0,3834.0,260.0,146.0,-74%,254.0,2.84,49%,89.0,6488.0,28436.0,11121.0,46134.0,1781.0,13.0,12882.0,31458.0,46134.0,EDELWEISS.NS,,,,,,
Mar 2022,7151.0,3947.0,3204.0,45%,158.0,2984.0,151.0,227.0,7%,212.0,2.0,69%,90.0,6448.0,22768.0,13758.0,43063.0,1597.0,20.0,14139.0,27307.0,43063.0,EDELWEISS.NS,,,,,,
Mar 2023,8500.0,5667.0,2833.0,33%,264.0,2575.0,138.0,385.0,-5%,406.0,3.65,39%,90.0,6654.0,21791.0,15346.0,43882.0,1367.0,25.0,17162.0,25327.0,43882.0,EDELWEISS.NS,,,,,,
Mar 2024,9523.0,6252.0,3271.0,34%,79.0,2786.0,126.0,437.0,-21%,528.0,4.46,32%,90.0,4672.0,20358.0,17594.0,42714.0,1290.0,36.0,18491.0,22897.0,42714.0,EDELWEISS.NS,,,,,,
Mar 2025,9415.0,6033.0,3382.0,36%,104.0,2537.0,147.0,802.0,33%,536.0,4.22,35%,92.0,4333.0,18004.0,18853.0,41282.0,1271.0,18.0,17574.0,22419.0,41282.0,EDELWEISS.NS,,,,,,
Dec 2013,6810.0,6094.0,715.0,11%,93.0,8.0,130.0,671.0,22%,525.0,14.57,21%,27.0,2028.0,84.0,3197.0,5337.0,1656.0,464.0,825.0,2391.0,5337.0,EICHERMOT.NS,,,,,,
Dec 2014,8738.0,7621.0,1118.0,13%,105.0,10.0,220.0,993.0,29%,702.0,22.71,22%,27.0,2489.0,58.0,3829.0,6403.0,2309.0,419.0,1078.0,2597.0,6403.0,EICHERMOT.NS,,,,,,
Mar 2017,7033.0,4859.0,2174.0,31%,416.0,4.0,154.0,2433.0,30%,1667.0,61.27,16%,27.0,5318.0,112.0,1552.0,7009.0,873.0,374.0,4987.0,775.0,7009.0,EICHERMOT.NS,,,,,,
Mar 2018,8965.0,6156.0,2809.0,31%,536.0,5.0,223.0,3116.0,30%,1960.0,71.89,15%,27.0,7003.0,151.0,2341.0,9522.0,1502.0,333.0,5581.0,2106.0,9522.0,EICHERMOT.NS,,,,,,
Mar 2019,9797.0,6893.0,2904.0,30%,701.0,7.0,300.0,3297.0,33%,2203.0,80.75,15%,27.0,8891.0,187.0,2281.0,11387.0,1875.0,450.0,4923.0,4140.0,11387.0,EICHERMOT.NS,,,,,,
Mar 2020,9154.0,6971.0,2183.0,24%,572.0,19.0,382.0,2355.0,22%,1827.0,66.91,19%,27.0,9954.0,249.0,2220.0,12450.0,2378.0,312.0,5749.0,4011.0,12450.0,EICHERMOT.NS,,,,,,
Mar 2021,8720.0,6937.0,1783.0,20%,482.0,16.0,451.0,1798.0,25%,1347.0,49.28,34%,27.0,11411.0,219.0,2901.0,14559.0,2433.0,314.0,3902.0,7909.0,14559.0,EICHERMOT.NS,,,,,,
Mar 2022,10298.0,8120.0,2178.0,21%,496.0,19.0,452.0,2203.0,24%,1677.0,61.32,34%,27.0,12581.0,108.0,3424.0,16140.0,2424.0,505.0,7721.0,5490.0,16140.0,EICHERMOT.NS,,,,,,
Mar 2023,14442.0,10996.0,3446.0,24%,908.0,28.0,526.0,3800.0,23%,2914.0,106.55,35%,27.0,14963.0,288.0,3919.0,19198.0,2690.0,472.0,12321.0,3715.0,19198.0,EICHERMOT.NS,,,,,,
Mar 2024,16536.0,12206.0,4329.0,26%,1521.0,51.0,598.0,5202.0,23%,4001.0,146.13,35%,27.0,18018.0,419.0,4650.0,23115.0,2914.0,555.0,13527.0,6119.0,23115.0,EICHERMOT.NS,,,,,,
Mar 2025,18870.0,14148.0,4723.0,25%,1994.0,54.0,729.0,5933.0,20%,4734.0,172.69,41%,27.0,21269.0,458.0,5420.0,27174.0,3473.0,491.0,14791.0,8419.0,27174.0,EICHERMOT.NS,,,,,,
Mar 2014,1700.0,1255.0,445.0,26%,53.0,5.0,35.0,457.0,12%,402.0,8.87,39%,23.0,909.0,38.0,333.0,1302.0,396.0,12.0,296.0,599.0,1302.0,EMAMILTD.NS,,,,,,
Mar 2015,2076.0,1536.0,541.0,26%,91.0,5.0,34.0,592.0,18%,485.0,10.7,33%,23.0,1208.0,36.0,410.0,1676.0,453.0,29.0,501.0,693.0,1676.0,EMAMILTD.NS,,,,,,
Mar 2016,2358.0,1670.0,688.0,29%,44.0,54.0,255.0,423.0,14%,363.0,8.0,44%,23.0,1589.0,671.0,409.0,2692.0,1918.0,67.0,104.0,604.0,2692.0,EMAMILTD.NS,,,,,,
Mar 2017,2488.0,1729.0,759.0,31%,31.0,58.0,309.0,424.0,20%,340.0,7.5,47%,23.0,1732.0,473.0,376.0,2603.0,1994.0,22.0,128.0,460.0,2603.0,EMAMILTD.NS,,,,,,
Mar 2018,2531.0,1812.0,719.0,28%,19.0,34.0,311.0,393.0,22%,306.0,6.77,52%,23.0,1991.0,326.0,458.0,2798.0,1802.0,30.0,314.0,652.0,2798.0,EMAMILTD.NS,,,,,,
Mar 2019,2695.0,1970.0,725.0,27%,25.0,21.0,325.0,403.0,25%,303.0,6.68,60%,45.0,2031.0,110.0,633.0,2819.0,1680.0,36.0,187.0,915.0,2819.0,EMAMILTD.NS,,,,,,
Mar 2020,2655.0,1970.0,685.0,26%,46.0,21.0,336.0,374.0,19%,302.0,6.67,60%,45.0,1778.0,210.0,644.0,2678.0,1459.0,8.0,156.0,1055.0,2678.0,EMAMILTD.NS,,,,,,
Mar 2021,2881.0,2000.0,880.0,31%,69.0,13.0,367.0,569.0,20%,455.0,10.23,78%,44.0,1718.0,101.0,656.0,2520.0,1132.0,6.0,255.0,1126.0,2520.0,EMAMILTD.NS,,,,,,
Mar 2022,3192.0,2254.0,938.0,29%,90.0,5.0,335.0,688.0,-22%,837.0,19.02,42%,44.0,2032.0,282.0,692.0,3050.0,1344.0,3.0,303.0,1400.0,3050.0,EMAMILTD.NS,,,,,,
Mar 2023,3406.0,2550.0,855.0,25%,69.0,7.0,247.0,670.0,6%,627.0,14.5,55%,44.0,2259.0,91.0,703.0,3096.0,1245.0,6.0,293.0,1551.0,3096.0,EMAMILTD.NS,,,,,,
Mar 2024,3578.0,2632.0,946.0,26%,41.0,10.0,186.0,791.0,8%,724.0,16.58,48%,44.0,2403.0,94.0,728.0,3269.0,1114.0,8.0,442.0,1706.0,3269.0,EMAMILTD.NS,,,,,,
Mar 2025,3809.0,2796.0,1014.0,27%,68.0,9.0,178.0,894.0,10%,803.0,18.48,54%,44.0,2651.0,90.0,741.0,3525.0,984.0,15.0,676.0,1850.0,3525.0,EMAMILTD.NS,,,,,,
Mar 2014,4212.0,3678.0,534.0,13%,30.0,81.0,208.0,276.0,26%,205.0,46.52,3%,18.0,961.0,700.0,837.0,2515.0,1271.0,14.0,10.0,1221.0,2515.0,ENDURANCE.NS,,,,,,
Mar 2015,4917.0,4321.0,596.0,12%,42.0,51.0,227.0,359.0,29%,254.0,57.42,5%,18.0,1124.0,764.0,879.0,2784.0,1453.0,22.0,1.0,1309.0,2784.0,ENDURANCE.NS,,,,,,
Mar 2016,5228.0,4548.0,680.0,13%,33.0,49.0,243.0,420.0,29%,300.0,68.1,4%,18.0,1432.0,831.0,1000.0,3281.0,1587.0,103.0,48.0,1542.0,3281.0,ENDURANCE.NS,,,,,,
Mar 2017,5588.0,4830.0,758.0,14%,29.0,32.0,291.0,465.0,29%,330.0,23.48,11%,141.0,1589.0,694.0,1087.0,3510.0,1634.0,44.0,33.0,1800.0,3510.0,ENDURANCE.NS,,,,,,
Mar 2018,6349.0,5421.0,928.0,15%,-3.0,24.0,322.0,579.0,33%,391.0,27.78,14%,141.0,2032.0,814.0,1353.0,4340.0,1851.0,59.0,46.0,2383.0,4340.0,ENDURANCE.NS,,,,,,
Mar 2019,7509.0,6380.0,1129.0,15%,6.0,26.0,376.0,733.0,32%,495.0,35.19,16%,141.0,2424.0,730.0,1475.0,4770.0,2163.0,118.0,36.0,2453.0,4770.0,ENDURANCE.NS,,,,,,
Mar 2020,6915.0,5784.0,1131.0,16%,48.0,18.0,414.0,747.0,24%,566.0,40.2,14%,141.0,2865.0,750.0,1306.0,5062.0,2606.0,126.0,166.0,2164.0,5062.0,ENDURANCE.NS,,,,,,
Mar 2021,6547.0,5507.0,1040.0,16%,19.0,14.0,399.0,647.0,20%,520.0,36.95,16%,141.0,3421.0,641.0,1544.0,5747.0,2603.0,96.0,444.0,2604.0,5747.0,ENDURANCE.NS,,,,,,
Mar 2022,7549.0,6585.0,965.0,13%,10.0,6.0,382.0,586.0,21%,461.0,32.75,19%,141.0,3779.0,430.0,1507.0,5857.0,2715.0,119.0,487.0,2536.0,5857.0,ENDURANCE.NS,,,,,,
Mar 2023,8804.0,7768.0,1036.0,12%,35.0,21.0,422.0,629.0,24%,480.0,34.09,21%,141.0,4271.0,515.0,1875.0,6802.0,3143.0,171.0,672.0,2816.0,6802.0,ENDURANCE.NS,,,,,,
Mar 2024,10241.0,8913.0,1328.0,13%,86.0,43.0,474.0,897.0,24%,680.0,48.38,18%,141.0,4837.0,765.0,2128.0,7871.0,3630.0,159.0,793.0,3289.0,7871.0,ENDURANCE.NS,,,,,,
Mar 2025,11561.0,10010.0,1551.0,13%,129.0,47.0,539.0,1095.0,24%,836.0,59.46,17%,141.0,5577.0,944.0,2465.0,9126.0,4058.0,293.0,804.0,3971.0,9126.0,ENDURANCE.NS,,,,,,
Mar 2014,1846.0,1355.0,491.0,27%,229.0,1.0,15.0,704.0,31%,483.0,7.16,45%,168.0,2353.0,0.0,1295.0,3817.0,121.0,132.0,732.0,2832.0,3817.0,ENGINERSIN.NS,,,,,,
Mar 2015,1741.0,1507.0,234.0,13%,265.0,2.0,20.0,477.0,34%,313.0,4.64,54%,168.0,2463.0,0.0,1356.0,3988.0,272.0,19.0,138.0,3559.0,3988.0,ENGINERSIN.NS,,,,,,
Mar 2016,1541.0,1331.0,210.0,14%,247.0,2.0,25.0,430.0,35%,278.0,4.13,48%,168.0,2653.0,0.0,1342.0,4164.0,242.0,24.0,75.0,3822.0,4164.0,ENGINERSIN.NS,,,,,,
Mar 2017,1480.0,1163.0,316.0,21%,222.0,5.0,23.0,511.0,35%,330.0,4.9,61%,337.0,2508.0,0.0,1551.0,4396.0,272.0,56.0,533.0,3535.0,4396.0,ENGINERSIN.NS,,,,,,
Mar 2018,1824.0,1395.0,429.0,24%,176.0,2.0,24.0,579.0,34%,383.0,6.07,66%,316.0,2025.0,0.0,2173.0,4514.0,257.0,52.0,242.0,3963.0,4514.0,ENGINERSIN.NS,,,,,,
Mar 2019,2476.0,2099.0,377.0,15%,222.0,3.0,22.0,574.0,35%,368.0,5.83,69%,316.0,2029.0,0.0,2416.0,4761.0,248.0,52.0,315.0,4146.0,4761.0,ENGINERSIN.NS,,,,,,
Mar 2020,3237.0,2781.0,455.0,14%,255.0,4.0,24.0,683.0,36%,424.0,6.71,77%,316.0,2090.0,5.0,2685.0,5096.0,274.0,3.0,461.0,4359.0,5096.0,ENGINERSIN.NS,,,,,,
Mar 2021,3144.0,2792.0,352.0,11%,34.0,6.0,24.0,356.0,27%,249.0,4.43,45%,281.0,1470.0,4.0,2687.0,4441.0,263.0,1.0,1324.0,2853.0,4441.0,ENGINERSIN.NS,,,,,,
Mar 2022,2913.0,2567.0,346.0,12%,130.0,3.0,24.0,449.0,24%,140.0,2.48,121%,281.0,1489.0,4.0,2404.0,4177.0,263.0,7.0,1088.0,2821.0,4177.0,ENGINERSIN.NS,,,,,,
Mar 2023,3330.0,3020.0,310.0,9%,164.0,3.0,26.0,446.0,23%,346.0,6.16,49%,281.0,1680.0,19.0,2408.0,4388.0,279.0,26.0,1179.0,2905.0,4388.0,ENGINERSIN.NS,,,,,,
Mar 2024,3281.0,2982.0,299.0,9%,219.0,5.0,35.0,478.0,25%,445.0,7.92,38%,281.0,1965.0,33.0,2454.0,4733.0,298.0,36.0,1380.0,3020.0,4733.0,ENGINERSIN.NS,,,,,,
Mar 2025,3088.0,2573.0,514.0,17%,160.0,5.0,40.0,630.0,25%,580.0,10.32,39%,281.0,2388.0,22.0,2574.0,5265.0,295.0,46.0,1395.0,3530.0,5265.0,ENGINERSIN.NS,,,,,,
Mar 2015,4113.0,4039.0,73.0,2%,124.0,58.0,69.0,70.0,-8%,76.0,6.23,19%,119.0,1711.0,484.0,1235.0,3550.0,1596.0,56.0,373.0,1526.0,3550.0,ESCORTS.NS,,,,,,
Mar 2016,3432.0,3271.0,161.0,5%,31.0,51.0,58.0,82.0,15%,70.0,5.76,21%,123.0,1344.0,368.0,1134.0,2968.0,1539.0,58.0,64.0,1307.0,2968.0,ESCORTS.NS,,,,,,
Mar 2017,4145.0,3878.0,268.0,6%,36.0,32.0,63.0,208.0,37%,131.0,10.71,14%,123.0,1498.0,265.0,1313.0,3199.0,1581.0,35.0,212.0,1371.0,3199.0,ESCORTS.NS,,,,,,
Mar 2018,5059.0,4506.0,553.0,11%,58.0,29.0,73.0,509.0,32%,347.0,28.31,7%,123.0,2093.0,51.0,1706.0,3973.0,1588.0,66.0,549.0,1770.0,3973.0,ESCORTS.NS,,,,,,
Mar 2019,6262.0,5539.0,723.0,12%,99.0,20.0,87.0,715.0,33%,478.0,39.07,6%,123.0,2551.0,281.0,1753.0,4707.0,1647.0,80.0,491.0,2489.0,4707.0,ESCORTS.NS,,,,,,
Mar 2020,5810.0,5149.0,661.0,11%,88.0,17.0,107.0,625.0,25%,472.0,38.53,6%,123.0,2995.0,48.0,1849.0,5014.0,1702.0,125.0,797.0,2390.0,5014.0,ESCORTS.NS,,,,,,
Mar 2021,7014.0,5888.0,1126.0,16%,160.0,13.0,118.0,1155.0,25%,872.0,64.63,12%,135.0,4891.0,61.0,1791.0,6878.0,1796.0,65.0,1938.0,3079.0,6878.0,ESCORTS.NS,,,,,,
Mar 2022,7283.0,6317.0,966.0,13%,174.0,15.0,132.0,993.0,26%,736.0,55.82,13%,132.0,7468.0,52.0,1456.0,9108.0,1841.0,88.0,4836.0,2343.0,9108.0,ESCORTS.NS,,,,,,
Mar 2023,8429.0,7659.0,770.0,9%,228.0,13.0,150.0,835.0,24%,637.0,48.26,14%,132.0,8055.0,57.0,1841.0,10085.0,1891.0,114.0,4767.0,3313.0,10085.0,ESCORTS.NS,,,,,,
Mar 2024,9804.0,8673.0,1130.0,12%,525.0,42.0,224.0,1390.0,23%,1077.0,97.44,18%,110.0,9278.0,448.0,2563.0,12400.0,2165.0,161.0,5019.0,5054.0,12400.0,ESCORTS.NS,,,,,,
Mar 2025,10244.0,9080.0,1164.0,11%,601.0,29.0,244.0,1492.0,15%,1265.0,113.06,25%,112.0,10255.0,105.0,2623.0,13095.0,2053.0,153.0,5605.0,5284.0,13095.0,ESCORTS.NS,,,,,,
Mar 2018,466.0,558.0,-92.0,-20%,21.0,6.0,29.0,-107.0,0%,-107.0,-3070.18,0%,0.03,1036.0,186.0,152.0,1374.0,190.0,1.0,829.0,354.0,1374.0,ETERNAL.NS,,,,,,
Mar 2019,1313.0,3556.0,-2243.0,-171%,1285.0,9.0,43.0,-1010.0,0%,-1010.0,-28574.18,0%,0.03,2356.0,348.0,709.0,3413.0,389.0,1.0,2145.0,879.0,3413.0,ETERNAL.NS,,,,,,
Mar 2020,2605.0,4909.0,-2305.0,-88%,16.0,13.0,84.0,-2386.0,0%,-2386.0,-70096.54,0%,0.03,457.0,326.0,2117.0,2900.0,1591.0,1.0,324.0,985.0,2900.0,ETERNAL.NS,,,,,,
