Period,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit +,EPS in Rs,Dividend Payout %,Equity Capital,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,Ticker,Revenue +,Financing Profit,Financing Margin %,Borrowing,Deposits,Raw PDF
Mar 2023,146767.0,111637.0,35130.0,24%,2701.0,284.0,4225.0,33322.0,28%,24108.0,58.08,58%,2069.0,73338.0,8299.0,40890.0,124596.0,29225.0,288.0,19478.0,75605.0,124596.0,INFY.NS,,,,,,
Mar 2024,153670.0,117245.0,36425.0,24%,4711.0,470.0,4678.0,35988.0,27%,26248.0,63.2,73%,2071.0,86045.0,8359.0,40885.0,137360.0,27622.0,293.0,24623.0,84822.0,137360.0,INFY.NS,,,,,,
Mar 2025,162990.0,123754.0,39236.0,24%,3600.0,416.0,4812.0,37608.0,29%,26750.0,64.32,67%,2073.0,93745.0,8227.0,43750.0,147795.0,30961.0,814.0,23541.0,92479.0,147795.0,INFY.NS,,,,,,
Mar 2026,178650.0,136370.0,42280.0,24%,3033.0,416.0,4902.0,39995.0,26%,29474.0,72.59,66%,2024.0,90828.0,9176.0,52260.0,154288.0,33770.0,526.0,21880.0,98112.0,154288.0,INFY.NS,,,,,,
Mar 2014,488345.0,471123.0,17222.0,4%,5064.0,5948.0,6360.0,9978.0,30%,6967.0,4.86,30%,2428.0,65485.0,94916.0,103124.0,265953.0,72554.0,38061.0,15895.0,139443.0,265953.0,IOC.NS,,,,,,
Mar 2015,449507.0,438932.0,10575.0,2%,5860.0,4201.0,5219.0,7014.0,31%,4872.0,3.37,33%,2428.0,66404.0,64893.0,100158.0,233883.0,76781.0,40378.0,16069.0,100655.0,233883.0,IOC.NS,,,,,,
Mar 2016,346045.0,324007.0,22038.0,6%,5219.0,3487.0,5698.0,18072.0,31%,12413.0,8.25,28%,2370.0,87610.0,58552.0,83184.0,231715.0,100033.0,26219.0,31185.0,74278.0,231715.0,IOC.NS,,,,,,
Mar 2017,355379.0,321230.0,34149.0,10%,4356.0,3743.0,6806.0,27956.0,27%,20385.0,13.63,45%,4739.0,97357.0,63271.0,108352.0,273719.0,115958.0,16778.0,43687.0,97295.0,273719.0,IOC.NS,,,,,,
Mar 2018,421492.0,379834.0,41658.0,10%,4331.0,3875.0,7664.0,34450.0,34%,22626.0,15.23,90%,9479.0,104395.0,65650.0,116336.0,295860.0,124053.0,19130.0,44806.0,107871.0,295860.0,IOC.NS,,,,,,
Mar 2019,528158.0,492896.0,35262.0,7%,4097.0,4925.0,8506.0,25927.0,33%,17274.0,12.31,49%,9181.0,103288.0,96765.0,126128.0,335363.0,132494.0,28281.0,44112.0,130476.0,335363.0,IOC.NS,,,,,,
Mar 2020,483763.0,467710.0,16053.0,3%,-7165.0,5792.0,10273.0,-7177.0,-74%,-1876.0,-0.63,-437%,9181.0,86217.0,129790.0,104773.0,329962.0,147022.0,32845.0,35571.0,114524.0,329962.0,IOC.NS,,,,,,
Mar 2021,363950.0,324021.0,39929.0,11%,4696.0,2933.0,10941.0,30751.0,29%,21762.0,15.32,51%,9181.0,102657.0,116649.0,126658.0,355145.0,157085.0,36291.0,44717.0,117053.0,355145.0,IOC.NS,,,,,,
Mar 2022,589321.0,541563.0,47758.0,8%,4332.0,5454.0,12348.0,34289.0,25%,25727.0,17.78,46%,9181.0,124354.0,132020.0,145327.0,410882.0,160514.0,47469.0,52352.0,150546.0,410882.0,IOC.NS,,,,,,
Mar 2023,841756.0,811073.0,30683.0,4%,5124.0,7588.0,13181.0,15038.0,22%,11704.0,6.93,42%,13772.0,125949.0,148977.0,153298.0,441995.0,180048.0,51133.0,52190.0,158624.0,441995.0,IOC.NS,,,,,,
Mar 2024,776352.0,700702.0,75650.0,10%,5384.0,7881.0,15866.0,57288.0,25%,43161.0,29.55,40%,13772.0,169645.0,132628.0,166639.0,482683.0,195998.0,61032.0,65542.0,160111.0,482683.0,IOC.NS,,,,,,
Mar 2025,758106.0,722063.0,36043.0,5%,7112.0,9315.0,16777.0,17063.0,19%,13789.0,9.63,30%,13772.0,172716.0,152271.0,168464.0,507222.0,201142.0,77921.0,67218.0,160940.0,507222.0,IOC.NS,,,,,,
Mar 2014,3282.0,2539.0,743.0,23%,21.0,30.0,103.0,631.0,24%,479.0,18.96,13%,25.0,1934.0,603.0,648.0,3211.0,1354.0,165.0,9.0,1683.0,3211.0,IPCALAB.NS,,,,,,
Mar 2015,3144.0,2604.0,541.0,17%,32.0,32.0,180.0,361.0,28%,254.0,10.07,5%,25.0,2183.0,935.0,669.0,3812.0,1800.0,267.0,16.0,1729.0,3812.0,IPCALAB.NS,,,,,,
Mar 2016,2867.0,2573.0,294.0,10%,21.0,35.0,163.0,117.0,18%,93.0,3.69,0%,25.0,2234.0,867.0,765.0,3892.0,2014.0,129.0,26.0,1723.0,3892.0,IPCALAB.NS,,,,,,
Mar 2017,3156.0,2705.0,451.0,14%,11.0,27.0,173.0,262.0,26%,195.0,7.71,6%,25.0,2430.0,716.0,788.0,3960.0,1983.0,95.0,136.0,1746.0,3960.0,IPCALAB.NS,,,,,,
Mar 2018,3258.0,2803.0,455.0,14%,41.0,28.0,178.0,291.0,18%,239.0,9.49,5%,25.0,2663.0,628.0,799.0,4116.0,1953.0,73.0,87.0,2003.0,4116.0,IPCALAB.NS,,,,,,
Mar 2019,3746.0,3051.0,695.0,19%,56.0,22.0,182.0,546.0,19%,442.0,17.6,9%,25.0,3097.0,465.0,961.0,4549.0,1940.0,66.0,120.0,2422.0,4549.0,IPCALAB.NS,,,,,,
Mar 2020,4619.0,3715.0,904.0,20%,65.0,20.0,210.0,739.0,18%,604.0,23.99,10%,25.0,3602.0,501.0,1130.0,5258.0,2059.0,133.0,310.0,2756.0,5258.0,IPCALAB.NS,,,,,,
Mar 2021,5395.0,3843.0,1552.0,29%,59.0,12.0,209.0,1389.0,17%,1141.0,44.94,9%,25.0,4676.0,265.0,1099.0,6066.0,2072.0,235.0,505.0,3254.0,6066.0,IPCALAB.NS,,,,,,
Mar 2022,5797.0,4472.0,1325.0,23%,54.0,11.0,232.0,1136.0,20%,890.0,34.85,11%,25.0,5439.0,807.0,1349.0,7622.0,2402.0,306.0,989.0,3924.0,7622.0,IPCALAB.NS,,,,,,
Mar 2023,6204.0,5272.0,932.0,15%,123.0,48.0,262.0,745.0,34%,479.0,18.58,22%,25.0,5817.0,1481.0,1300.0,8623.0,2751.0,140.0,626.0,5105.0,8623.0,IPCALAB.NS,,,,,,
Mar 2024,7662.0,6338.0,1324.0,17%,17.0,141.0,357.0,843.0,37%,523.0,21.57,19%,25.0,6307.0,1438.0,3326.0,11097.0,4554.0,343.0,862.0,5339.0,11097.0,IPCALAB.NS,,,,,,
Mar 2025,8897.0,7166.0,1731.0,19%,-114.0,88.0,398.0,1131.0,30%,785.0,29.08,14%,25.0,6923.0,1363.0,3432.0,11744.0,4267.0,622.0,980.0,5875.0,11744.0,IPCALAB.NS,,,,,,
Mar 2023,3541.0,2265.0,1276.0,36%,148.0,16.0,54.0,1354.0,26%,1006.0,12.57,44%,160.0,2318.0,84.0,2526.0,5089.0,351.0,34.0,0.0,4704.0,5089.0,IRCTC.NS,,,,,,
Mar 2024,4260.0,2794.0,1466.0,34%,106.0,19.0,57.0,1496.0,26%,1111.0,13.89,47%,160.0,3070.0,60.0,2801.0,6091.0,343.0,443.0,0.0,5306.0,6091.0,IRCTC.NS,,,,,,
Mar 2025,4675.0,3124.0,1551.0,33%,276.0,17.0,53.0,1757.0,25%,1315.0,16.44,49%,160.0,3503.0,90.0,3046.0,6799.0,813.0,27.0,0.0,5959.0,6799.0,IRCTC.NS,,,,,,
Mar 2017,,194.0,,,-7.0,810.0,7.0,313.0,33%,210.0,267.74,60%,785.0,1643.0,,3592.0,18797.0,318.0,0.0,0.0,18479.0,18797.0,IREDA.NS,1331.0,327.0,25%,12777.0,,
Mar 2018,,240.0,,,7.0,1006.0,21.0,549.0,26%,405.0,5.17,31%,785.0,1661.0,,2937.0,20368.0,314.0,3.0,1.0,20050.0,20368.0,IREDA.NS,1810.0,564.0,31%,14985.0,,
Mar 2019,,431.0,,,-72.0,1183.0,23.0,311.0,20%,250.0,3.18,0%,785.0,1800.0,,3181.0,24518.0,303.0,0.0,0.0,24215.0,24518.0,IREDA.NS,2020.0,406.0,20%,18753.0,,
Mar 2020,,649.0,,,3.0,1459.0,23.0,241.0,11%,215.0,2.74,0%,785.0,1737.0,,3277.0,27652.0,282.0,0.0,1.0,27370.0,27652.0,IREDA.NS,2369.0,260.0,11%,21854.0,,
Mar 2021,,496.0,,,44.0,1570.0,23.0,570.0,39%,346.0,4.41,0%,785.0,2211.0,,3298.0,30293.0,266.0,0.0,1.0,30027.0,30293.0,IREDA.NS,2614.0,548.0,21%,24000.0,,
Mar 2024,,85.0,,,-1.0,3164.0,30.0,1685.0,26%,1252.0,4.66,0%,2688.0,5872.0,,4354.0,62600.0,361.0,0.0,101.0,62138.0,62600.0,IREDA.NS,4965.0,1716.0,35%,49687.0,,
Mar 2025,,472.0,,,0.0,4141.0,39.0,2104.0,19%,1698.0,6.32,0%,2688.0,7579.0,,4728.0,79735.0,349.0,0.0,600.0,78786.0,79735.0,IREDA.NS,6755.0,2142.0,32%,64740.0,,
Mar 2015,1210.0,711.0,499.0,41%,-2.0,31.0,16.0,450.0,35%,294.0,3.65,55%,161.0,191.0,227.0,784.0,1363.0,35.0,4.0,1.0,1323.0,1363.0,ISEC.NS,,,,,,
Mar 2016,1125.0,707.0,417.0,37%,-1.0,26.0,16.0,374.0,36%,239.0,2.96,67%,161.0,237.0,173.0,826.0,1397.0,35.0,2.0,1.0,1358.0,1397.0,ISEC.NS,,,,,,
Mar 2017,1403.0,838.0,566.0,40%,1.0,29.0,15.0,522.0,35%,339.0,4.2,61%,161.0,329.0,395.0,1162.0,2047.0,35.0,3.0,2.0,2008.0,2047.0,ISEC.NS,,,,,,
Mar 2018,1861.0,942.0,919.0,49%,-2.0,50.0,15.0,852.0,35%,553.0,17.18,32%,161.0,687.0,677.0,1349.0,2874.0,38.0,4.0,4.0,2828.0,2874.0,ISEC.NS,,,,,,
Mar 2019,1725.0,912.0,813.0,47%,1.0,42.0,15.0,757.0,35%,491.0,15.24,62%,161.0,886.0,452.0,3165.0,4665.0,44.0,4.0,3.0,4614.0,4665.0,ISEC.NS,,,,,,
Mar 2020,1721.0,823.0,898.0,52%,3.0,86.0,61.0,753.0,28%,542.0,16.83,65%,161.0,1048.0,1657.0,1576.0,4443.0,198.0,8.0,2.0,4234.0,4443.0,ISEC.NS,,,,,,
Mar 2021,2586.0,993.0,1593.0,62%,-1.0,107.0,54.0,1431.0,25%,1068.0,33.14,65%,161.0,1661.0,3630.0,2729.0,8181.0,161.0,8.0,469.0,7543.0,8181.0,ISEC.NS,,,,,,
Mar 2022,3435.0,1250.0,2185.0,64%,4.0,274.0,63.0,1853.0,25%,1383.0,42.84,56%,161.0,2269.0,7846.0,3370.0,13646.0,184.0,14.0,254.0,13195.0,13646.0,ISEC.NS,,,,,,
Mar 2023,3422.0,1313.0,2109.0,62%,4.0,536.0,75.0,1501.0,26%,1118.0,34.61,55%,161.0,2691.0,9408.0,3308.0,15569.0,258.0,31.0,924.0,14356.0,15569.0,ISEC.NS,,,,,,
Mar 2024,5049.0,1678.0,3372.0,67%,2.0,987.0,109.0,2278.0,26%,1697.0,52.46,55%,162.0,3761.0,16887.0,4814.0,25623.0,529.0,30.0,406.0,24658.0,25623.0,ISEC.NS,,,,,,
Mar 2025,6335.0,1860.0,4475.0,71%,-14.0,1699.0,157.0,2605.0,25%,1941.0,59.7,30%,121.0,5301.0,21083.0,3543.0,30048.0,663.0,17.0,321.0,29048.0,30048.0,ISEC.NS,,,,,,
Mar 2026,5890.0,1715.0,4174.0,71%,6.0,1723.0,160.0,2297.0,25%,1713.0,52.68,40%,121.0,6174.0,25258.0,3828.0,35380.0,697.0,12.0,65.0,34606.0,35380.0,ISEC.NS,,,,,,
Mar 2014,35306.0,22227.0,13080.0,37%,966.0,29.0,965.0,13052.0,31%,9001.0,7.45,54%,795.0,26442.0,242.0,13369.0,40848.0,12921.0,3117.0,7284.0,17526.0,40848.0,ITC.NS,,,,,,
Mar 2015,38817.0,24566.0,14252.0,37%,1229.0,91.0,1028.0,14362.0,32%,9779.0,8.04,52%,802.0,30934.0,269.0,13948.0,45952.0,15303.0,2700.0,6943.0,21006.0,45952.0,ITC.NS,,,,,,
Mar 2016,39192.0,24661.0,14531.0,37%,1483.0,78.0,1077.0,14859.0,36%,9501.0,7.74,73%,805.0,41875.0,84.0,8888.0,51651.0,15107.0,2560.0,11748.0,22237.0,51651.0,ITC.NS,,,,,,
Mar 2017,42768.0,27298.0,15470.0,36%,1759.0,49.0,1153.0,16026.0,35%,10477.0,8.47,56%,1215.0,45198.0,46.0,9440.0,55898.0,15893.0,3730.0,17581.0,18694.0,55898.0,ITC.NS,,,,,,
Mar 2018,43449.0,26928.0,16521.0,38%,2240.0,115.0,1236.0,17409.0,34%,11493.0,9.24,56%,1220.0,51290.0,36.0,11695.0,64241.0,16524.0,5508.0,22053.0,20156.0,64241.0,ITC.NS,,,,,,
Mar 2019,48340.0,29802.0,18537.0,38%,2080.0,71.0,1397.0,19150.0,33%,12836.0,10.27,56%,1226.0,57915.0,13.0,12585.0,71739.0,19374.0,4136.0,25043.0,23185.0,71739.0,ITC.NS,,,,,,
Mar 2020,49388.0,30044.0,19344.0,39%,2417.0,81.0,1645.0,20035.0,22%,15593.0,12.45,82%,1229.0,64044.0,277.0,11760.0,77311.0,21713.0,3256.0,28663.0,23678.0,77311.0,ITC.NS,,,,,,
Mar 2021,49257.0,32193.0,17065.0,35%,2577.0,58.0,1646.0,17938.0,25%,13383.0,10.69,101%,1231.0,59116.0,271.0,13143.0,73761.0,23298.0,4011.0,24871.0,21580.0,73761.0,ITC.NS,,,,,,
Mar 2022,60645.0,40021.0,20623.0,34%,1910.0,60.0,1732.0,20740.0,25%,15503.0,12.37,93%,1232.0,61223.0,249.0,14491.0,77196.0,24232.0,3226.0,24841.0,24898.0,77196.0,ITC.NS,,,,,,
Mar 2023,70919.0,45215.0,25704.0,36%,2098.0,78.0,1809.0,25915.0,25%,19477.0,15.44,100%,1243.0,67912.0,306.0,16370.0,85831.0,25851.0,3003.0,29415.0,27561.0,85831.0,ITC.NS,,,,,,
Mar 2024,67932.0,42744.0,25188.0,37%,3330.0,39.0,1518.0,26961.0,23%,20751.0,16.39,84%,1248.0,73259.0,303.0,16944.0,91754.0,27820.0,2861.0,31114.0,29959.0,91754.0,ITC.NS,,,,,,
Mar 2025,75323.0,49484.0,25839.0,34%,17795.0,45.0,1646.0,41943.0,16%,35052.0,27.77,52%,1251.0,68779.0,285.0,17688.0,88003.0,21955.0,1091.0,34720.0,30237.0,88003.0,ITC.NS,,,,,,
Mar 2014,19286.0,13487.0,5799.0,30%,349.0,1807.0,1829.0,2512.0,25%,1896.0,20.88,7%,91.0,22519.0,36368.0,9935.0,68913.0,34989.0,17811.0,342.0,15771.0,68913.0,JINDALSTEL.NS,,,,,,
Mar 2015,19359.0,13919.0,5440.0,28%,-1644.0,2606.0,2733.0,-1543.0,-6%,-1452.0,-13.97,0%,91.0,20951.0,42466.0,12028.0,75537.0,46643.0,9068.0,1785.0,18040.0,75537.0,JINDALSTEL.NS,,,,,,
Mar 2016,19469.0,16032.0,3437.0,18%,-79.0,3254.0,4068.0,-3964.0,-22%,-3087.0,-32.42,0%,91.0,32345.0,46797.0,13166.0,92398.0,65038.0,11827.0,392.0,15142.0,92398.0,JINDALSTEL.NS,,,,,,
Mar 2017,21603.0,16894.0,4709.0,22%,-362.0,3441.0,3949.0,-3043.0,-17%,-2538.0,-24.93,0%,92.0,29959.0,45850.0,14674.0,90575.0,65932.0,9716.0,368.0,14559.0,90575.0,JINDALSTEL.NS,,,,,,
Mar 2018,33286.0,26817.0,6469.0,19%,-584.0,3866.0,3883.0,-1864.0,-13%,-1616.0,-14.56,0%,97.0,30288.0,42962.0,15884.0,89230.0,68450.0,4978.0,146.0,15657.0,89230.0,JINDALSTEL.NS,,,,,,
Mar 2019,46966.0,38553.0,8412.0,18%,-1470.0,4264.0,5480.0,-2802.0,-14%,-2412.0,-17.0,0%,97.0,31988.0,39559.0,17357.0,89001.0,69039.0,4027.0,150.0,15784.0,89001.0,JINDALSTEL.NS,,,,,,
Mar 2020,37923.0,31092.0,6831.0,18%,74.0,3768.0,3429.0,-291.0,37%,-400.0,-1.07,0%,102.0,32035.0,36824.0,20780.0,89742.0,69382.0,3126.0,181.0,17054.0,89742.0,JINDALSTEL.NS,,,,,,
Mar 2021,34579.0,21472.0,13107.0,38%,-1861.0,2753.0,2414.0,6078.0,30%,4267.0,35.62,0%,102.0,31713.0,29910.0,16116.0,77840.0,54350.0,1712.0,1156.0,20624.0,77840.0,JINDALSTEL.NS,,,,,,
Mar 2022,51166.0,35650.0,15515.0,30%,-1840.0,1888.0,2097.0,9690.0,30%,6766.0,56.4,5%,101.0,35524.0,13502.0,27517.0,76644.0,45488.0,2538.0,470.0,28147.0,76644.0,JINDALSTEL.NS,,,,,,
Mar 2023,53212.0,43270.0,9942.0,19%,-539.0,1446.0,2691.0,5266.0,25%,3974.0,31.11,6%,100.0,38606.0,13046.0,17674.0,69427.0,43542.0,7870.0,907.0,17108.0,69427.0,JINDALSTEL.NS,,,,,,
Mar 2024,50354.0,40153.0,10202.0,20%,156.0,1294.0,2822.0,6241.0,5%,5943.0,58.21,3%,100.0,44216.0,16472.0,17888.0,78676.0,48384.0,9611.0,819.0,19862.0,78676.0,JINDALSTEL.NS,,,,,,
Mar 2025,50129.0,40640.0,9488.0,19%,-1065.0,1312.0,2768.0,4344.0,34%,2846.0,27.57,7%,101.0,47084.0,18406.0,20175.0,85766.0,48989.0,16725.0,2201.0,17851.0,85766.0,JINDALSTEL.NS,,,,,,
Mar 2023,45.0,6.0,39.0,88%,10.0,0.0,0.0,49.0,37%,31.0,,0%,2.0,114118.0,743.0,66.0,114930.0,158.0,38.0,108141.0,6593.0,114930.0,JIOFIN.NS,,,,,,
Mar 2024,1855.0,296.0,1559.0,84%,429.0,10.0,22.0,1956.0,18%,1605.0,2.53,0%,6353.0,132794.0,0.0,5715.0,144863.0,172.0,3.0,133292.0,11395.0,144863.0,JIOFIN.NS,,,,,,
Mar 2025,2043.0,495.0,1549.0,76%,428.0,8.0,23.0,1947.0,17%,1613.0,2.54,20%,6353.0,117143.0,3970.0,6033.0,133500.0,180.0,14.0,118910.0,14395.0,133500.0,JIOFIN.NS,,,,,,
Mar 2026,3513.0,1208.0,2305.0,66%,381.0,745.0,29.0,1912.0,18%,1561.0,2.46,24%,6353.0,127500.0,21768.0,7875.0,163497.0,418.0,13.0,133089.0,29977.0,163497.0,JIOFIN.NS,,,,,,
Mar 2014,8648.0,5394.0,3255.0,38%,-179.0,1206.0,810.0,1060.0,27%,760.0,4.6,43%,1640.0,4931.0,10106.0,2567.0,19244.0,13635.0,615.0,888.0,4107.0,19244.0,JSWENERGY.NS,,,,,,
Mar 2015,9347.0,5723.0,3624.0,39%,196.0,1137.0,790.0,1892.0,27%,1358.0,8.23,24%,1640.0,5878.0,9294.0,2608.0,19420.0,13191.0,454.0,1619.0,4157.0,19420.0,JSWENERGY.NS,,,,,,
Mar 2016,9824.0,5796.0,4029.0,41%,340.0,1498.0,854.0,2017.0,28%,1460.0,8.83,22%,1627.0,8077.0,14862.0,3973.0,28539.0,20298.0,321.0,1012.0,6908.0,28539.0,JSWENERGY.NS,,,,,,
Mar 2017,8263.0,4939.0,3324.0,40%,221.0,1685.0,969.0,892.0,30%,623.0,3.84,13%,1628.0,8741.0,14349.0,3672.0,28389.0,19491.0,531.0,1579.0,6789.0,28389.0,JSWENERGY.NS,,,,,,
Mar 2018,8049.0,5336.0,2713.0,34%,47.0,1456.0,966.0,338.0,75%,85.0,0.48,0%,1640.0,9470.0,11883.0,3728.0,26721.0,18877.0,294.0,2415.0,5135.0,26721.0,JSWENERGY.NS,,,,,,
Mar 2019,9138.0,6283.0,2855.0,31%,398.0,1192.0,1164.0,897.0,24%,684.0,4.24,24%,1641.0,10181.0,10555.0,3549.0,25926.0,17825.0,400.0,2451.0,5251.0,25926.0,JSWENERGY.NS,,,,,,
Mar 2020,8273.0,5316.0,2957.0,36%,376.0,1051.0,1738.0,544.0,6%,1081.0,6.7,15%,1642.0,10004.0,9840.0,3445.0,24931.0,16713.0,391.0,1854.0,5974.0,24931.0,JSWENERGY.NS,,,,,,
Mar 2021,6922.0,4009.0,2913.0,42%,248.0,896.0,1167.0,1099.0,25%,823.0,4.84,41%,1642.0,12865.0,8371.0,3328.0,26207.0,15637.0,473.0,4052.0,6045.0,26207.0,JSWENERGY.NS,,,,,,
Mar 2022,8167.0,4596.0,3572.0,44%,575.0,777.0,1131.0,2238.0,22%,1743.0,10.51,19%,1640.0,15775.0,8943.0,4157.0,30514.0,14831.0,2091.0,6623.0,6970.0,30514.0,JSWENERGY.NS,,,,,,
Mar 2023,10332.0,7050.0,3282.0,32%,674.0,844.0,1169.0,1943.0,24%,1480.0,8.99,22%,1641.0,16988.0,25051.0,4737.0,48417.0,25020.0,4788.0,6033.0,12576.0,48417.0,JSWENERGY.NS,,,,,,
Mar 2024,11486.0,6104.0,5382.0,47%,472.0,2053.0,1633.0,2167.0,20%,1725.0,10.47,19%,1641.0,19191.0,31573.0,5362.0,57767.0,28946.0,10285.0,7035.0,11501.0,57767.0,JSWENERGY.NS,,,,,,
Mar 2025,11745.0,6524.0,5221.0,44%,916.0,2269.0,1655.0,2214.0,10%,1983.0,11.16,18%,1745.0,25616.0,50185.0,11909.0,89455.0,54155.0,10281.0,9755.0,15264.0,89455.0,JSWENERGY.NS,,,,,,
Mar 2014,51220.0,42051.0,9169.0,18%,-1630.0,3048.0,3183.0,1308.0,70%,402.0,1.87,74%,303.0,20871.0,35527.0,20939.0,77640.0,47046.0,9400.0,663.0,20531.0,77640.0,JSWSTEEL.NS,,,,,,
Mar 2015,52972.0,43608.0,9364.0,18%,103.0,3493.0,3434.0,2539.0,32%,1722.0,7.43,19%,303.0,21987.0,38754.0,24610.0,85654.0,52176.0,8265.0,599.0,24613.0,85654.0,JSWSTEEL.NS,,,,,,
Mar 2016,41546.0,35124.0,6422.0,15%,-1966.0,3601.0,3323.0,-2468.0,-80%,-481.0,-1.39,-67%,301.0,18665.0,42204.0,20737.0,81907.0,56140.0,7271.0,1195.0,17302.0,81907.0,JSWSTEEL.NS,,,,,,
Mar 2017,55604.0,43296.0,12308.0,22%,18.0,3768.0,3430.0,5128.0,33%,3467.0,14.57,19%,301.0,22346.0,43334.0,22024.0,88005.0,58730.0,4363.0,1366.0,23546.0,88005.0,JSWSTEEL.NS,,,,,,
Mar 2018,71933.0,57017.0,14916.0,21%,-177.0,3701.0,3387.0,7651.0,20%,6113.0,25.71,16%,302.0,27696.0,39393.0,24579.0,91970.0,57848.0,5950.0,1469.0,26703.0,91970.0,JSWSTEEL.NS,,,,,,
Mar 2019,84757.0,65827.0,18930.0,22%,196.0,3917.0,4041.0,11168.0,33%,7524.0,31.6,16%,301.0,34494.0,47396.0,32606.0,114797.0,62644.0,11889.0,1894.0,38370.0,114797.0,JSWSTEEL.NS,,,,,,
Mar 2020,73326.0,61513.0,11813.0,16%,-289.0,4265.0,4246.0,3013.0,-30%,3919.0,16.67,15%,301.0,36298.0,61423.0,33798.0,131820.0,62085.0,27191.0,1259.0,41285.0,131820.0,JSWSTEEL.NS,,,,,,
Mar 2021,79839.0,59661.0,20178.0,25%,473.0,3957.0,4679.0,12015.0,34%,7873.0,32.73,25%,302.0,45308.0,66727.0,34826.0,147163.0,64917.0,32566.0,7427.0,42253.0,147163.0,JSWSTEEL.NS,,,,,,
Mar 2022,146371.0,107257.0,39114.0,27%,1600.0,4968.0,6001.0,29745.0,30%,20938.0,85.49,25%,301.0,66996.0,72237.0,56951.0,196485.0,99880.0,16905.0,4940.0,74760.0,196485.0,JSWSTEEL.NS,,,,,,
Mar 2023,165960.0,147490.0,18470.0,11%,1561.0,6902.0,7474.0,5655.0,27%,4139.0,17.14,25%,301.0,65394.0,80853.0,63991.0,210539.0,104452.0,22166.0,4806.0,79115.0,210539.0,JSWSTEEL.NS,,,,,,
Mar 2024,175006.0,146849.0,28157.0,16%,1500.0,8105.0,8172.0,13380.0,33%,8973.0,36.03,25%,305.0,77364.0,87984.0,62245.0,227898.0,112461.0,29676.0,7246.0,78515.0,227898.0,JSWSTEEL.NS,,,,,,
Mar 2025,168824.0,146099.0,22725.0,13%,73.0,8412.0,9309.0,5077.0,31%,3491.0,14.33,24%,305.0,79191.0,98752.0,62197.0,240445.0,124466.0,21007.0,15217.0,79755.0,240445.0,JSWSTEEL.NS,,,,,,
Mar 2014,1736.0,1486.0,250.0,14%,9.0,0.0,79.0,180.0,34%,118.0,1.81,0%,65.0,485.0,0.0,312.0,862.0,546.0,20.0,94.0,202.0,862.0,JUBLFOOD.NS,,,,,,
Mar 2015,2093.0,1836.0,256.0,12%,6.0,0.0,101.0,161.0,31%,111.0,1.69,15%,66.0,581.0,0.0,429.0,1075.0,737.0,20.0,75.0,243.0,1075.0,JUBLFOOD.NS,,,,,,
Mar 2016,2438.0,2173.0,265.0,11%,10.0,0.0,128.0,147.0,34%,97.0,1.47,17%,66.0,696.0,0.0,460.0,1222.0,828.0,26.0,91.0,277.0,1222.0,JUBLFOOD.NS,,,,,,
Mar 2017,2583.0,2339.0,245.0,9%,-1.0,0.0,155.0,88.0,35%,58.0,0.88,29%,66.0,739.0,0.0,485.0,1291.0,800.0,61.0,94.0,336.0,1291.0,JUBLFOOD.NS,,,,,,
Mar 2018,3018.0,2576.0,442.0,15%,21.0,0.0,160.0,303.0,35%,196.0,2.97,17%,66.0,902.0,0.0,529.0,1497.0,789.0,14.0,263.0,430.0,1497.0,JUBLFOOD.NS,,,,,,
Mar 2019,3563.0,2961.0,603.0,17%,44.0,0.0,157.0,490.0,35%,318.0,4.85,21%,132.0,1128.0,0.0,596.0,1856.0,809.0,16.0,181.0,850.0,1856.0,JUBLFOOD.NS,,,,,,
Mar 2020,3927.0,3045.0,883.0,22%,38.0,165.0,352.0,403.0,31%,279.0,4.24,28%,132.0,990.0,1670.0,578.0,3370.0,2189.0,41.0,51.0,1089.0,3370.0,JUBLFOOD.NS,,,,,,
Mar 2021,3312.0,2532.0,780.0,24%,64.0,163.0,375.0,306.0,25%,231.0,3.51,34%,132.0,1295.0,1620.0,720.0,3767.0,2146.0,29.0,517.0,1076.0,3767.0,JUBLFOOD.NS,,,,,,
Mar 2022,4396.0,3290.0,1106.0,25%,26.0,176.0,393.0,563.0,26%,418.0,6.37,19%,132.0,1813.0,2106.0,731.0,4782.0,2737.0,47.0,927.0,1072.0,4782.0,JUBLFOOD.NS,,,,,,
Mar 2023,5158.0,4022.0,1136.0,22%,40.0,201.0,486.0,489.0,28%,353.0,5.35,22%,132.0,1906.0,2554.0,791.0,5382.0,3488.0,184.0,822.0,888.0,5382.0,JUBLFOOD.NS,,,,,,
Mar 2024,5655.0,4496.0,1159.0,20%,211.0,288.0,598.0,485.0,18%,400.0,6.05,20%,132.0,2039.0,4207.0,1660.0,8038.0,6184.0,118.0,308.0,1428.0,8038.0,JUBLFOOD.NS,,,,,,
Mar 2025,8142.0,6560.0,1582.0,19%,42.0,523.0,807.0,294.0,26%,217.0,3.19,38%,132.0,1971.0,4372.0,1929.0,8404.0,6434.0,255.0,176.0,1538.0,8404.0,JUBLFOOD.NS,,,,,,
