ticker,effective_date
BAJAJFINSV.NS,2025-09-30
BAJAJHFL.NS,2025-09-30
BAJAJHLDNG.NS,2025-09-30
BAJFINANCE.NS,2025-09-30
BANDHANBNK.NS,2025-09-30
BANKBARODA.NS,2025-09-30
BANKINDIA.NS,2025-09-30
BATAINDIA.NS,2025-09-30
BEL.NS,2025-09-30
BERGEPAINT.NS,2025-09-30
BHARATFORG.NS,2025-09-30
BHARTIARTL.NS,2025-09-30
BHEL.NS,2025-09-30
BIOCON.NS,2025-09-30
BOSCHLTD.NS,2025-09-30
BPCL.NS,2025-09-30
BRITANNIA.NS,2025-09-30
CANBK.NS,2025-09-30
CGPOWER.NS,2025-09-30
CHOLAFIN.NS,2025-09-30
CIPLA.NS,2025-09-30
CLEAN.NS,2025-09-30
COALINDIA.NS,2025-09-30
COFORGE.NS,2025-09-30
COLPAL.NS,2025-09-30
CONCOR.NS,2025-09-30
COROMANDEL.NS,2025-09-30
CROMPTON.NS,2025-09-30
CUMMINSIND.NS,2025-09-30
DABUR.NS,2025-09-30
DEEPAKNTR.NS,2025-09-30
DIVISLAB.NS,2025-09-30
DIXON.NS,2025-09-30
DLF.NS,2025-09-30
DMART.NS,2025-09-30
DRREDDY.NS,2025-09-30
EICHERMOT.NS,2025-09-30
EMAMILTD.NS,2025-09-30
ENRIN.NS,2025-09-30
ESCORTS.NS,2025-09-30
ETERNAL.NS,2025-09-30
EXIDEIND.NS,2025-09-30
FEDERALBNK.NS,2025-09-30
FORTIS.NS,2025-09-30
GAIL.NS,2025-09-30
GLAND.NS,2025-09-30
GLENMARK.NS,2025-09-30
GODREJCP.NS,2025-09-30
GODREJPROP.NS,2025-09-30
GRASIM.NS,2025-09-30
GSPL.NS,2025-09-30
GUJGASLTD.NS,2025-09-30
HAL.NS,2025-09-30
HAVELLS.NS,2025-09-30
HCLTECH.NS,2025-09-30
HDFCAMC.NS,2025-09-30
HDFCBANK.NS,2025-09-30
HDFCLIFE.NS,2025-09-30
HEROMOTOCO.NS,2025-09-30
HINDALCO.NS,2025-09-30
HINDPETRO.NS,2025-09-30
HINDUNILVR.NS,2025-09-30
HINDZINC.NS,2025-09-30
HYUNDAI.NS,2025-09-30
ICICIBANK.NS,2025-09-30
ICICIGI.NS,2025-09-30
ICICIPRULI.NS,2025-09-30
IDBI.NS,2025-09-30
IDEA.NS,2025-09-30
IDFCFIRSTB.NS,2025-09-30
IEX.NS,2025-09-30
IGL.NS,2025-09-30
INDHOTEL.NS,2025-09-30
INDIAMART.NS,2025-09-30
INDIANB.NS,2025-09-30
INDIGO.NS,2025-09-30
INDUSINDBK.NS,2025-09-30
INDUSTOWER.NS,2025-09-30
INFY.NS,2025-09-30
IOC.NS,2025-09-30
IPCALAB.NS,2025-09-30
IRCTC.NS,2025-09-30
IRFC.NS,2025-09-30
ISEC.NS,2025-09-30
ITC.NS,2025-09-30
JINDALSTEL.NS,2025-09-30
JIOFIN.NS,2025-09-30
JSWENERGY.NS,2025-09-30
JSWSTEEL.NS,2025-09-30
JUBLFOOD.NS,2025-09-30
KOTAKBANK.NS,2025-09-30
LALPATHLAB.NS,2025-09-30
LAURUSLABS.NS,2025-09-30
LICHSGFIN.NS,2025-09-30
LICI.NS,2025-09-30
LODHA.NS,2025-09-30
LT.NS,2025-09-30
LTF.NS,2025-09-30
LTIM.NS,2025-09-30
LTTS.NS,2025-09-30
LUPIN.NS,2025-09-30
M&M.NS,2025-09-30
M&MFIN.NS,2025-09-30
MANAPPURAM.NS,2025-09-30
MARICO.NS,2025-09-30
MARUTI.NS,2025-09-30
MAXHEALTH.NS,2025-09-30
MAZDOCK.NS,2025-09-30
METROPOLIS.NS,2025-09-30
MFSL.NS,2025-09-30
MOTHERSON.NS,2025-09-30
MPHASIS.NS,2025-09-30
MRF.NS,2025-09-30
MUTHOOTFIN.NS,2025-09-30
NAM-INDIA.NS,2025-09-30
NATIONALUM.NS,2025-09-30
NAUKRI.NS,2025-09-30
NAVINFLUOR.NS,2025-09-30
NESTLEIND.NS,2025-09-30
NMDC.NS,2025-09-30
NTPC.NS,2025-09-30
NYKAA.NS,2025-09-30
OBEROIRLTY.NS,2025-09-30
OFSS.NS,2025-09-30
ONGC.NS,2025-09-30
PAGEIND.NS,2025-09-30
PAYTM.NS,2025-09-30
PEL.NS,2025-09-30
PERSISTENT.NS,2025-09-30
PETRONET.NS,2025-09-30
PFC.NS,2025-09-30
PGHH.NS,2025-09-30
PIDILITIND.NS,2025-09-30
PIIND.NS,2025-09-30
PNB.NS,2025-09-30
POLICYBZR.NS,2025-09-30
POLYCAB.NS,2025-09-30
POWERGRID.NS,2025-09-30
PRESTIGE.NS,2025-09-30
RAMCOCEM.NS,2025-09-30
RECLTD.NS,2025-09-30
RELIANCE.NS,2025-09-30
SAIL.NS,2025-09-30
SBICARD.NS,2025-09-30
SBILIFE.NS,2025-09-30
SBIN.NS,2025-09-30
SHREECEM.NS,2025-09-30
SHRIRAMFIN.NS,2025-09-30
SIEMENS.NS,2025-09-30
SOLARINDS.NS,2025-09-30
SONACOMS.NS,2025-09-30
SRF.NS,2025-09-30
SUNPHARMA.NS,2025-09-30
SUNTV.NS,2025-09-30
SYNGENE.NS,2025-09-30
TATACHEM.NS,2025-09-30
TATACOMM.NS,2025-09-30
TATACONSUM.NS,2025-09-30
TATAELXSI.NS,2025-09-30
TATAMOTORS.NS,2025-09-30
TATAPOWER.NS,2025-09-30
TATASTEEL.NS,2025-09-30
TCS.NS,2025-09-30
TECHM.NS,2025-09-30
TITAN.NS,2025-09-30
TORNTPHARM.NS,2025-09-30
TORNTPOWER.NS,2025-09-30
TRENT.NS,2025-09-30
TRIDENT.NS,2025-09-30
TVSMOTOR.NS,2025-09-30
UBL.NS,2025-09-30
ULTRACEMCO.NS,2025-09-30
UNIONBANK.NS,2025-09-30
UNITDSPR.NS,2025-09-30
UPL.NS,2025-09-30
VBL.NS,2025-09-30
VEDL.NS,2025-09-30
VOLTAS.NS,2025-09-30
WHIRLPOOL.NS,2025-09-30
WIPRO.NS,2025-09-30
YESBANK.NS,2025-09-30
ZEEL.NS,2025-09-30
ZYDUSLIFE.NS,2025-09-30
AARTIIND.NS,2026-03-31
ABBOTINDIA.NS,2026-03-31
ABCAPITAL.NS,2026-03-31
ABFRL.NS,2026-03-31
ACC.NS,2026-03-31
ADANIENSOL.NS,2026-03-31
ADANIENT.NS,2026-03-31
ADANIGAS.NS,2026-03-31
ADANIGREEN.NS,2026-03-31
ADANIPORTS.NS,2026-03-31
ADANIPOWER.NS,2026-03-31
ALKEM.NS,2026-03-31
AMBUJACEM.NS,2026-03-31
APLLTD.NS,2026-03-31
APOLLOHOSP.NS,2026-03-31
APOLLOTYRE.NS,2026-03-31
ASHOKLEY.NS,2026-03-31
ASIANPAINT.NS,2026-03-31
ASTRAL.NS,2026-03-31
AUBANK.NS,2026-03-31
AUROPHARMA.NS,2026-03-31
AXISBANK.NS,2026-03-31
BAJAJ-AUTO.NS,2026-03-31
BAJAJFINSV.NS,2026-03-31
BAJAJHLDNG.NS,2026-03-31
BAJFINANCE.NS,2026-03-31
BANDHANBNK.NS,2026-03-31
BANKBARODA.NS,2026-03-31
BANKINDIA.NS,2026-03-31
BATAINDIA.NS,2026-03-31
BEL.NS,2026-03-31
BERGEPAINT.NS,2026-03-31
BHARATFORG.NS,2026-03-31
BHARTIARTL.NS,2026-03-31
BHEL.NS,2026-03-31
BIOCON.NS,2026-03-31
BOSCHLTD.NS,2026-03-31
BPCL.NS,2026-03-31
BRITANNIA.NS,2026-03-31
CANBK.NS,2026-03-31
CGPOWER.NS,2026-03-31
CHOLAFIN.NS,2026-03-31
CIPLA.NS,2026-03-31
CLEAN.NS,2026-03-31
COALINDIA.NS,2026-03-31
COFORGE.NS,2026-03-31
COLPAL.NS,2026-03-31
CONCOR.NS,2026-03-31
COROMANDEL.NS,2026-03-31
CROMPTON.NS,2026-03-31
CUMMINSIND.NS,2026-03-31
DABUR.NS,2026-03-31
DEEPAKNTR.NS,2026-03-31
DIVISLAB.NS,2026-03-31
DIXON.NS,2026-03-31
DLF.NS,2026-03-31
DMART.NS,2026-03-31
DRREDDY.NS,2026-03-31
EICHERMOT.NS,2026-03-31
EMAMILTD.NS,2026-03-31
ENRIN.NS,2026-03-31
ESCORTS.NS,2026-03-31
ETERNAL.NS,2026-03-31
EXIDEIND.NS,2026-03-31
FEDERALBNK.NS,2026-03-31
FORTIS.NS,2026-03-31
GAIL.NS,2026-03-31
GLAND.NS,2026-03-31
GLENMARK.NS,2026-03-31
GODREJCP.NS,2026-03-31
GODREJPROP.NS,2026-03-31
GRASIM.NS,2026-03-31
GSPL.NS,2026-03-31
GUJGASLTD.NS,2026-03-31
HAL.NS,2026-03-31
HAVELLS.NS,2026-03-31
HCLTECH.NS,2026-03-31
HDFCAMC.NS,2026-03-31
HDFCBANK.NS,2026-03-31
HDFCLIFE.NS,2026-03-31
HEROMOTOCO.NS,2026-03-31
HINDALCO.NS,2026-03-31
HINDPETRO.NS,2026-03-31
HINDUNILVR.NS,2026-03-31
HINDZINC.NS,2026-03-31
HYUNDAI.NS,2026-03-31
ICICIBANK.NS,2026-03-31
ICICIGI.NS,2026-03-31
ICICIPRULI.NS,2026-03-31
IDBI.NS,2026-03-31
IDEA.NS,2026-03-31
IDFCFIRSTB.NS,2026-03-31
IEX.NS,2026-03-31
IGL.NS,2026-03-31
INDHOTEL.NS,2026-03-31
INDIAMART.NS,2026-03-31
INDIANB.NS,2026-03-31
INDIGO.NS,2026-03-31
INDUSINDBK.NS,2026-03-31
INDUSTOWER.NS,2026-03-31
INFY.NS,2026-03-31
IOC.NS,2026-03-31
IPCALAB.NS,2026-03-31
IRCTC.NS,2026-03-31
IRFC.NS,2026-03-31
ISEC.NS,2026-03-31
ITC.NS,2026-03-31
JINDALSTEL.NS,2026-03-31
JIOFIN.NS,2026-03-31
JSWENERGY.NS,2026-03-31
JSWSTEEL.NS,2026-03-31
JUBLFOOD.NS,2026-03-31
KOTAKBANK.NS,2026-03-31
LALPATHLAB.NS,2026-03-31
LAURUSLABS.NS,2026-03-31
LICHSGFIN.NS,2026-03-31
LODHA.NS,2026-03-31
LT.NS,2026-03-31
LTF.NS,2026-03-31
LTIM.NS,2026-03-31
LTTS.NS,2026-03-31
LUPIN.NS,2026-03-31
M&M.NS,2026-03-31
M&MFIN.NS,2026-03-31
MANAPPURAM.NS,2026-03-31
MARICO.NS,2026-03-31
MARUTI.NS,2026-03-31
MAXHEALTH.NS,2026-03-31
MAZDOCK.NS,2026-03-31
METROPOLIS.NS,2026-03-31
MFSL.NS,2026-03-31
MOTHERSON.NS,2026-03-31
MPHASIS.NS,2026-03-31
MRF.NS,2026-03-31
MUTHOOTFIN.NS,2026-03-31
NAM-INDIA.NS,2026-03-31
NATIONALUM.NS,2026-03-31
NAUKRI.NS,2026-03-31
NAVINFLUOR.NS,2026-03-31
NESTLEIND.NS,2026-03-31
NMDC.NS,2026-03-31
NTPC.NS,2026-03-31
NYKAA.NS,2026-03-31
OBEROIRLTY.NS,2026-03-31
OFSS.NS,2026-03-31
ONGC.NS,2026-03-31
PAGEIND.NS,2026-03-31
PAYTM.NS,2026-03-31
PEL.NS,2026-03-31
PERSISTENT.NS,2026-03-31
PETRONET.NS,2026-03-31
PFC.NS,2026-03-31
PGHH.NS,2026-03-31
PIDILITIND.NS,2026-03-31
PIIND.NS,2026-03-31
PNB.NS,2026-03-31
POLICYBZR.NS,2026-03-31
POLYCAB.NS,2026-03-31
POWERGRID.NS,2026-03-31
PRESTIGE.NS,2026-03-31
RAMCOCEM.NS,2026-03-31
RECLTD.NS,2026-03-31
RELIANCE.NS,2026-03-31
SAIL.NS,2026-03-31
SBICARD.NS,2026-03-31
SBILIFE.NS,2026-03-31
SBIN.NS,2026-03-31
SHREECEM.NS,2026-03-31
SHRIRAMFIN.NS,2026-03-31
SIEMENS.NS,2026-03-31
SOLARINDS.NS,2026-03-31
SONACOMS.NS,2026-03-31
SRF.NS,2026-03-31
SUNPHARMA.NS,2026-03-31
SUNTV.NS,2026-03-31
SYNGENE.NS,2026-03-31
TATACAP.NS,2026-03-31
TATACHEM.NS,2026-03-31
TATACOMM.NS,2026-03-31
TATACONSUM.NS,2026-03-31
TATAELXSI.NS,2026-03-31
TATAMOTORS.NS,2026-03-31
TATAPOWER.NS,2026-03-31
TATASTEEL.NS,2026-03-31
TCS.NS,2026-03-31
TECHM.NS,2026-03-31
TITAN.NS,2026-03-31
TMCV.NS,2026-03-31
TMPV.NS,2026-03-31
TORNTPHARM.NS,2026-03-31
TORNTPOWER.NS,2026-03-31
TRENT.NS,2026-03-31
TRIDENT.NS,2026-03-31
TVSMOTOR.NS,2026-03-31
UBL.NS,2026-03-31
ULTRACEMCO.NS,2026-03-31
UNIONBANK.NS,2026-03-31
UNITDSPR.NS,2026-03-31
UPL.NS,2026-03-31
VBL.NS,2026-03-31
VEDL.NS,2026-03-31
VOLTAS.NS,2026-03-31
WHIRLPOOL.NS,2026-03-31
WIPRO.NS,2026-03-31
YESBANK.NS,2026-03-31
ZEEL.NS,2026-03-31
ZYDUSLIFE.NS,2026-03-31
ABB.NS,2026-04-28
ABCAPITAL.NS,2026-04-28
ADANIENSOL.NS,2026-04-28
ADANIENT.NS,2026-04-28
ADANIGAS.NS,2026-04-28
ADANIGREEN.NS,2026-04-28
ADANIPORTS.NS,2026-04-28
ADANIPOWER.NS,2026-04-28
ALKEM.NS,2026-04-28
AMBUJACEM.NS,2026-04-28
APLAPOLLO.NS,2026-04-28
APOLLOHOSP.NS,2026-04-28
ASHOKLEY.NS,2026-04-28
ASIANPAINT.NS,2026-04-28
ASTRAL.NS,2026-04-28
AUBANK.NS,2026-04-28
AUROPHARMA.NS,2026-04-28
AXISBANK.NS,2026-04-28
BAJAJ-AUTO.NS,2026-04-28
BAJAJFINSV.NS,2026-04-28
BAJAJHLDNG.NS,2026-04-28
BAJFINANCE.NS,2026-04-28
BANKBARODA.NS,2026-04-28
BANKINDIA.NS,2026-04-28
BDL.NS,2026-04-28
BEL.NS,2026-04-28
BHARATFORG.NS,2026-04-28
BHARTIARTL.NS,2026-04-28
BHEL.NS,2026-04-28
BIOCON.NS,2026-04-28
BLUESTARCO.NS,2026-04-28
BOSCHLTD.NS,2026-04-28
BPCL.NS,2026-04-28
BRITANNIA.NS,2026-04-28
BSE.NS,2026-04-28
CANBK.NS,2026-04-28
CGPOWER.NS,2026-04-28
CHOLAFIN.NS,2026-04-28
CIPLA.NS,2026-04-28
COALINDIA.NS,2026-04-28
COCHINSHIP.NS,2026-04-28
COFORGE.NS,2026-04-28
COLPAL.NS,2026-04-28
CONCOR.NS,2026-04-28
COROMANDEL.NS,2026-04-28
CUMMINSIND.NS,2026-04-28
DABUR.NS,2026-04-28
DIVISLAB.NS,2026-04-28
DIXON.NS,2026-04-28
DLF.NS,2026-04-28
DMART.NS,2026-04-28
DRREDDY.NS,2026-04-28
EICHERMOT.NS,2026-04-28
ENRIN.NS,2026-04-28
ETERNAL.NS,2026-04-28
EXIDEIND.NS,2026-04-28
FEDERALBNK.NS,2026-04-28
FORTIS.NS,2026-04-28
GAIL.NS,2026-04-28
GLENMARK.NS,2026-04-28
GMRAIRPORT.NS,2026-04-28
GODFRYPHLP.NS,2026-04-28
GODREJCP.NS,2026-04-28
GODREJPROP.NS,2026-04-28
GRASIM.NS,2026-04-28
GROWW.NS,2026-04-28
GVT&D.NS,2026-04-28
HAL.NS,2026-04-28
HAVELLS.NS,2026-04-28
HCLTECH.NS,2026-04-28
HDFCAMC.NS,2026-04-28
HDFCBANK.NS,2026-04-28
HDFCLIFE.NS,2026-04-28
HEROMOTOCO.NS,2026-04-28
HINDALCO.NS,2026-04-28
HINDPETRO.NS,2026-04-28
HINDUNILVR.NS,2026-04-28
HINDZINC.NS,2026-04-28
HUDCO.NS,2026-04-28
HYUNDAI.NS,2026-04-28
ICICIAMC.NS,2026-04-28
ICICIBANK.NS,2026-04-28
ICICIGI.NS,2026-04-28
IDEA.NS,2026-04-28
IDFCFIRSTB.NS,2026-04-28
INDHOTEL.NS,2026-04-28
INDIANB.NS,2026-04-28
INDIGO.NS,2026-04-28
INDUSINDBK.NS,2026-04-28
INDUSTOWER.NS,2026-04-28
INFY.NS,2026-04-28
IOC.NS,2026-04-28
IRCTC.NS,2026-04-28
IREDA.NS,2026-04-28
IRFC.NS,2026-04-28
ITC.NS,2026-04-28
JINDALSTEL.NS,2026-04-28
JIOFIN.NS,2026-04-28
JSWENERGY.NS,2026-04-28
JSWSTEEL.NS,2026-04-28
JUBLFOOD.NS,2026-04-28
KALYANKJIL.NS,2026-04-28
KEI.NS,2026-04-28
KOTAKBANK.NS,2026-04-28
KPITTECH.NS,2026-04-28
LAURUSLABS.NS,2026-04-28
LENSKART.NS,2026-04-28
LGEINDIA.NS,2026-04-28
LICHSGFIN.NS,2026-04-28
LODHA.NS,2026-04-28
LT.NS,2026-04-28
LTF.NS,2026-04-28
LTIM.NS,2026-04-28
LUPIN.NS,2026-04-28
M&M.NS,2026-04-28
M&MFIN.NS,2026-04-28
MANKIND.NS,2026-04-28
MARICO.NS,2026-04-28
MARUTI.NS,2026-04-28
MAXHEALTH.NS,2026-04-28
MAZDOCK.NS,2026-04-28
MCX.NS,2026-04-28
MFSL.NS,2026-04-28
MOTHERSON.NS,2026-04-28
MOTILALOFS.NS,2026-04-28
MPHASIS.NS,2026-04-28
MRF.NS,2026-04-28
MUTHOOTFIN.NS,2026-04-28
NATIONALUM.NS,2026-04-28
NAUKRI.NS,2026-04-28
NESTLEIND.NS,2026-04-28
NHPC.NS,2026-04-28
NMDC.NS,2026-04-28
NTPC.NS,2026-04-28
NYKAA.NS,2026-04-28
OBEROIRLTY.NS,2026-04-28
OFSS.NS,2026-04-28
ONGC.NS,2026-04-28
PAGEIND.NS,2026-04-28
PATANJALI.NS,2026-04-28
PAYTM.NS,2026-04-28
PERSISTENT.NS,2026-04-28
PFC.NS,2026-04-28
PHOENIXLTD.NS,2026-04-28
PIDILITIND.NS,2026-04-28
PIIND.NS,2026-04-28
PNB.NS,2026-04-28
POLICYBZR.NS,2026-04-28
POLYCAB.NS,2026-04-28
POWERGRID.NS,2026-04-28
POWERINDIA.NS,2026-04-28
PREMIERENE.NS,2026-04-28
PRESTIGE.NS,2026-04-28
RADICO.NS,2026-04-28
RECLTD.NS,2026-04-28
RELIANCE.NS,2026-04-28
RVNL.NS,2026-04-28
SAIL.NS,2026-04-28
SBICARD.NS,2026-04-28
SBILIFE.NS,2026-04-28
SBIN.NS,2026-04-28
SHREECEM.NS,2026-04-28
SHRIRAMFIN.NS,2026-04-28
SIEMENS.NS,2026-04-28
SOLARINDS.NS,2026-04-28
SRF.NS,2026-04-28
SUNPHARMA.NS,2026-04-28
SUPREMEIND.NS,2026-04-28
SUZLON.NS,2026-04-28
SWIGGY.NS,2026-04-28
TATACAP.NS,2026-04-28
TATACOMM.NS,2026-04-28
TATACONSUM.NS,2026-04-28
TATAELXSI.NS,2026-04-28
TATAINVEST.NS,2026-04-28
TATAPOWER.NS,2026-04-28
TATASTEEL.NS,2026-04-28
TCS.NS,2026-04-28
TECHM.NS,2026-04-28
TIINDIA.NS,2026-04-28
TITAN.NS,2026-04-28
TMCV.NS,2026-04-28
TMPV.NS,2026-04-28
TORNTPHARM.NS,2026-04-28
TRENT.NS,2026-04-28
TVSMOTOR.NS,2026-04-28
ULTRACEMCO.NS,2026-04-28
UNIONBANK.NS,2026-04-28
UNITDSPR.NS,2026-04-28
UPL.NS,2026-04-28
VBL.NS,2026-04-28
VEDL.NS,2026-04-28
VMM.NS,2026-04-28
VOLTAS.NS,2026-04-28
WAAREEENER.NS,2026-04-28
WIPRO.NS,2026-04-28
YESBANK.NS,2026-04-28
ZYDUSLIFE.NS,2026-04-28
